,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12
001_Janacek_1,-0.12828004013760205,0.8872098104535415,0.009375370187693011,0.09728040145208132,1.8680351842395313,0.7476037326642075,0.9720050036419843,0.3171047207042983,0.17175812052375675,1.3339999202076196,0.5406329747721546,1.796977102279421
002_Takacs_1,0.16908749259041583,-0.19413312987862086,-0.5888129393408682,-0.7893257889972436,-0.9993077660555436,-1.7397640433316754,0.3422054759664333,0.5055018022919353,-0.8362373753945866,-0.8185549359903126,-2.112930330799403,-1.7724706809437323
003_Koeckert_1,-0.05492938206469061,0.7709363760092208,-0.6415942607698566,-0.4467733972327254,-0.03836039892962762,0.12044690025498643,0.5619158858077776,-0.1053554077024037,-1.054636399510217,-0.07438597141901651,0.029576338143548705,1.3359783110882288
004_PavelHass_1,-0.205595598646887,-0.48481671598942255,0.5958344971764767,0.9368695969533265,0.6978492774974907,-0.373837721898037,-0.6751629918171632,-0.13901452945520906,0.7765554180747533,0.7558851874001716,-0.22595198017074022,-0.28410315509790723
005_Travnicek_1,-0.6912959021026512,-1.287103413655221,-0.008218403621969085,0.15101410996416018,0.30262092488924547,-0.9956796658970077,-1.4018547545197255,-0.8033621329484012,-0.029840978659916726,0.07321779014883101,-0.4863943046064675,-0.4948454596424613
006_Prazak_1,-0.45736677635660933,-0.9615377972111306,0.30260493368208485,0.5204333559847083,-0.13135530542567692,-0.27285484210333366,-1.0627319319252087,-0.7339526818371918,0.25995772641661385,-0.06208565795503942,0.44726685846499437,-0.6529021880508534
007_Jerusalem_1,-0.05691183228287842,-0.18250578643419127,-1.6620331417303416,-1.2997960198620022,-1.0535547948449049,-1.2773687516401315,-0.7397578151685118,-0.22825525231250857,-1.5796340536343467,-1.1629637129819859,-1.5183355901065139,-1.7000280137565564
008_Dante_1,0.04221067862646182,0.9337191842312681,0.2674173860627565,-0.27213884456846676,-0.35609299612448564,-0.2834846189238343,0.8428153569393101,1.070693047054804,-0.2818398526394966,-0.22198973298688152,-0.49130831072790576,0.5127661839611204
009_AlbanBerg_1,1.8012913912768944,0.09655045623217667,-0.8233965901363851,-1.1251614671977388,-0.3250946939591285,-1.011624331127751,-0.3360401692226463,-0.3174959751698081,-1.2058357238979602,-0.4064944349467128,-1.5134215839850895,-1.3575717688716726
010_Skampa_1,-0.41375287155650015,-0.670854211100329,0.484407263048605,-0.5072238193088225,-0.6195785645299825,-0.02836997523193958,-1.2403676961413657,-1.1008312091393995,-0.04664090359188553,-0.7939543090623409,-0.05887577204217315,-0.4750883685914099
011_MoyzesQuartet_1,0.03824577819008833,0.5616441940094511,0.50786562812816,0.506999928856691,0.34136880259593355,0.9123652733818844,-0.029214758303769305,-0.48606178501136915,0.6547559623179465,1.087993650927868,1.0959156664936074,0.19006703012730652
012_Talich_1,-0.03113997944644963,0.2939780969812503,-0.4655368850113153,-0.11765443259624364,-0.17010318313237605,-0.2356506232315965,0.11612359423674776,0.1287076391166613,0.06675858969893078,-0.17893863586292671,-0.3537161393278987,0.2098241211783579
013_EnergieNove_1,0.4664550253184344,1.7592605687859382,0.19704229082410396,0.4532662203446073,0.8528407883242541,0.8326419472281674,1.5210610021283668,1.378077759118798,0.15915817682477715,0.4114764104085158,-0.06378977816359747,0.7761940646417989
014_Hollywood_1,-0.2452446030106234,-0.8685190496556733,-0.9817405544233502,-0.9572436280974889,-1.2085463056716792,-0.9000116745125472,-0.74612928705683,-1.1762440819899556,-1.222635648829941,-1.0768615187340589,-0.781858750669631,-0.23058119544061823
015_Vlach_1,-0.267051555410678,-0.33366125121180484,1.0415434336879512,1.917509777298792,1.9842788173596067,1.0027183763560872,0.2614619467772419,0.931874144832357,1.5619519086444413,2.041267944386967,1.287561905229324,1.0593790363735287
016_Guarneri_1,-0.552524386829576,-1.2987307570996507,-1.3746681695058383,-0.688575085537085,-1.5340284784078793,-1.4527600691783016,-1.3857060486818826,-1.2099032037427608,-1.1764358552670178,-1.384369355333766,-1.1104730820279447,-1.140243767310089
017_Amadeus_1,0.3276835100453592,0.5848988808983144,-0.5125732528323248,-0.7020085126651119,-0.503334931409907,-0.9850498890765146,0.2130158292637362,-0.6192143971141612,-1.3006353902994168,-0.6894016446184307,-1.0367629902064959,-0.15897491177460696
018_Excelsior_1,0.23649080000876668,0.3756066988985405,0.5137302193980466,0.9032860291332785,0.6126039465427724,0.4180806512288536,0.6974770043987931,0.45592362292675953,0.42375699450333665,0.7066839335442283,0.15734049730069316,0.14396715100819293
019_Lindsay_1,-0.035104879882823126,-0.880146393100107,-1.2515117528381912,-1.1318781807617475,-1.6812704136933008,-0.6555268076411607,-0.30374275754696056,-0.9620123069169384,-1.2310356112959253,-1.7287781323254567,-1.0515050085707829,-0.5870452178806884
020_Takacs_1,-0.34229019994887894,-0.7993090319042121,-0.7706152687073884,-0.5743909549489234,-1.789764471272023,-1.808857592664892,-0.8850961677090059,-1.1206624808854755,-0.5361052464914626,-1.6393570059971156,-1.6608417676279592,-1.970041591454227
021_Tokyo_1,0.10961398604481197,-0.5894628069893053,-0.8585841377557093,-0.7826090754332254,-1.0923026725516038,-0.6980459149231482,-0.6428655801414774,-0.2877490675506941,-1.3066352734898088,-1.181414183177969,-0.9728809106279237,-0.8965729776804805
022_Talich_1,0.15719279128129535,0.5151348202317245,-0.28385419330669887,-0.5072238193088225,-0.5188340824925911,0.391506209177617,0.3583541818042762,0.3751820873580182,-0.1846403169615148,-0.4556956888026736,-0.3193180964778864,-0.00750388038320702
023_Talich_1,-0.25713930431974386,-0.5429534332115828,-0.1431040028293896,-0.16467142754430905,-0.5498323846579373,-0.4854503785132409,-0.6428655801415004,-0.6843745024720018,0.17595810175673401,-0.517197256122594,0.024662332022124367,-0.033846668451269254
024_Smetana_1,-0.6318223955570474,-0.9150284234334,-0.6415942607698587,-0.2654221310044629,-0.01511167230561255,0.556267749895294,-0.09380958165511788,-0.38690542628103164,-0.02564099742691557,0.05476731995284788,1.0566036175221707,0.6576515183354907
025_Emerson_1,-0.7904184130119908,-2.14752682854318,-1.4919599949035969,-0.789325788997234,-1.386786543122458,-2.069287124767022,-2.0703231657592576,-1.810844777864062,-1.3822349356836685,-1.292117004353868,-1.7689499022993924,-1.8404182806319493
026_Wihan_1,-0.20956049908326052,0.7244270022315025,2.6894935805264306,0.9301528833893227,0.40336540692663675,1.773377195841999,0.0030826533718935033,0.4460079870537356,1.4821522652175745,0.368425313284561,1.4890361562079033,1.0396219453224773
027_Endellion_1,-0.3126479104289742,-0.008095634767710278,-0.4128752012442306,-0.8161926432532783,-0.9063128595594944,-0.9053265629227976,-0.25529664003345487,-0.41665233390014556,-0.38683938346432256,-0.6217499205665042,-0.19155393732074194,-0.04701806248530973
028_Juilliard_1,0.06203518080832931,0.8872098104535456,1.3699605448016714,0.963736451209366,0.473111586798693,0.17359578435745945,0.7782205335879616,0.7434770632447059,1.4485524153536369,0.7620353441321777,0.3833847788864361,1.6981916470241454
029_Panocha_1,-0.5882084907569383,-1.182457322655334,-0.840990363946043,-0.4534901107967436,-0.30959554287645547,-0.07088908251392707,-1.3049625194926913,-1.1801562961236751,-0.16004039688270186,-0.5540981965145603,0.5258909564078535,-0.07994654757038284
030_Sevcik-Lhotsky_1,-0.7785237117028696,-0.8685190496556733,-0.407010609974346,-1.3602464419380897,-0.1856023342150491,1.7733771958419915,-1.175772872790017,-1.7056849973944201,-0.7522377507347188,-0.584848980174538,1.4890361562079173,0.13738145399116333
031_Medici_1,-0.17387639515589903,0.20119654723206362,-1.1224907449006594,-1.1923286028378397,-0.5498323846579373,-0.6448970308206675,0.49391530039524567,-0.10326420009677675,-1.5124343539064595,-0.960008540826189,-1.0367629902064959,-1.3246432837865807
032_Talich_1,0.3534553628817873,0.43374341612070083,-0.7882090425170525,-0.7423087940491735,-0.480086204785892,0.07261290456275617,0.6005847693717817,0.5550799816570829,-0.1684403593486803,-0.443395375338679,-1.0121929595993462,-0.5541167327956154
033_Sacconi_1,0.4268060209546988,2.0964535286744583,1.6983776559153916,0.9032860291332833,0.9923331480683336,1.4438541144066375,1.5372097079662097,2.0424253626120183,1.3737528495846418,1.086822046070427,1.213851813407889,1.3491497051222694
034_Prazak_1,-0.44943697548386236,-0.7173635848780597,0.25568820352298316,0.45326622034461206,-0.04610997447096966,-0.24628040005209714,-0.28759405170911767,0.06921382387847572,0.5967563214809323,-0.16165977052438454,0.47675089519356834,0.045181695752936166
035_Czech_1,-0.6060505427206193,-1.391749504655108,0.18531310828432646,1.3936061193060159,-0.5730811112819633,2.1029002772773455,-1.1111780494386914,-1.7850100843786676,0.6547559623179465,0.28232311903663393,2.314589184607946,0.51935188097815
036_Koeckert_1,-0.41375287155650015,-0.810382332433513,-1.298428482997297,-1.6356316980624974,-0.813317953063434,-0.4376163828210107,-0.5298246392766461,-0.9166834733051595,-1.4896345457840927,-1.1383630860540144,-0.6092444576421876,-0.09970363862145291
037_Talich_1,0.058070280371956516,1.3290488613419527,-0.06099972505095954,-0.0907875783402042,-0.5808306868232833,0.52969330784405,1.2142355912094898,1.2987526721345648,0.19695800792170398,-0.6525007042264644,-0.11784384549932105,-0.47059330109243236
038_Martinu_1,-0.054929382064691314,0.6546629415649085,2.056117723378545,0.8831358884412525,0.5351081911293851,1.4279094491759017,-0.14225569916860062,0.5649956175301069,1.7971508576920643,0.5344795450483917,1.5578322419079138,-0.26643669356492666
039_Janacek_1,0.008509024917286043,1.2592848006753627,0.9359807908299703,0.695067908648967,1.9920283929009488,0.7635483978949509,1.666399354668838,0.9616210524514568,0.8017553054727005,1.8690635558911302,0.2949326687007143,1.3997446517403418
040_Kocian_1,-0.7367034287376651,-0.6603343721189778,-0.6591880345795208,-0.16467142754431383,-0.15460403204969198,-0.9053265629228051,-0.5136759334388032,-0.2084239805664467,-0.42043923332826616,-0.09283644161499964,-0.49130831072790576,-0.9624299478506454
041_Stamitz_1,0.14728054019036124,0.7941910628980924,1.545898282898305,2.4817137166756247,0.8760895149482693,-0.05494441728318365,0.1161235942367248,0.3765985359425121,1.5913517772754016,1.9182648097470736,0.11802844832927055,0.6313087302674285
042_Wihan_1,-0.5366647850840814,-0.1476237561008984,1.5576274654380824,0.43983279321659474,0.2871217738065614,2.3048660368667595,-0.8914676395973241,-0.601137201354063,1.0159543483553535,0.13471935746876892,2.481665392736527,0.894736610948107
043_Melos_1,-0.5049455815930927,-1.5196502825438583,0.3905738027304016,-0.27213884456847154,0.7210980041215057,0.12044690025498643,-1.337259931168377,-0.9719279427899622,0.12135834572782643,0.3253742161606062,0.13768447281498186,-0.28619378461597805
044_Vlach_1,-0.20956049908326121,0.24770592100979025,1.9329613067109044,2.62276470151984,2.5577474074186197,1.0771268140995616,0.6813282985609272,1.5168966613413015,2.496281203729504,2.5488997284908965,0.8158173175721687,0.3810522436207905
045_Seoul_1,-0.12035023926485507,-0.48481671598942255,-0.5829483480709774,-0.17138814110832248,-0.3793417227485007,-0.4854503785132409,-0.40063499257397195,-0.5257243285034928,-0.41623925209527096,-0.5417978830505832,-0.7320946106779077,0.26041906779643026
046_PavelHaas_1,-0.20163069821051352,-0.13599641265646467,1.0767309813072796,1.789892219582594,1.077578479023063,-0.04962952887293333,-0.20685052251997213,0.029551280386366088,1.2217534287720042,1.3216996067436426,0.23105058912214202,-0.035937297969340025
047_Zemlinsky_1,-0.3404022134835894,-0.5083086006845482,1.7923307538954987,1.091354008925564,0.6048543710014304,1.477177667505634,-0.3888440150064819,0.36668290006946,2.0743496190696034,0.589830955636341,1.0369475930364593,-0.3783935428542052
048_Armida_1,-0.09656083664661338,0.1895692037876299,-1.3336160306166212,-1.722948974394634,-1.0148069171382166,-1.3517771893835981,0.245313240939399,-0.00019562723274784026,-1.264635461159869,-0.7439999685145434,-1.671271499920394,-1.6494330671384465
049_Haba_1,-0.03113997944644963,0.25933326445422394,-0.3835522448947931,-1.0647110451216513,0.09338238527312079,-0.15592729707788694,0.083826182561062,0.033801121921541395,-0.3382397206248682,0.13471935746876892,-0.18172592507787932,0.03650536921785451
050_Guarneri_1,-0.5743313392296306,-1.1010659185443106,-1.4333140822047155,-0.755742221177186,-1.8905089533094255,-0.9744201122560215,-1.967059458843928,-1.9974877834657494,-1.1032362723487386,-1.7287781323254394,-0.21120996180646723,-1.912860947819125
051_Helikon_1,-0.4672790274475441,-1.217339352988627,-1.1224907449006616,-1.3602464419380897,-0.8598154063114642,-1.1551263182044345,-0.25529664003345487,0.03946691625937588,-1.432634710479587,-0.9169574437022168,-0.6927825617064851,-0.45083621004139973
052_Shoreline_1,0.1869295445540969,3.015013660784586,0.8480119217816536,0.94358631051734,0.9225869681962884,1.486373221688625,2.6999165282902546,2.349810074676069,0.6253560936869982,1.0510927105359016,1.5873162786364878,1.1758309531617661
053_VIVArdo_1,-0.027175079010076132,0.3872340423429701,0.20290688209399482,-0.5072238193088225,0.14762941406248195,0.20548511481895385,0.3422054759664333,0.04938255213241386,0.48255673176523345,-0.0005840906351014963,0.1475124850578445,-0.5607024298126262
054_Smetana_1,-0.8142078156302325,-1.147575292322037,-0.7002401734687358,-0.22512184962040135,-0.34059384504181256,0.556267749895294,-0.1099582874929378,-0.5554712361225926,-0.34903955236738377,-0.4249449051426959,1.2531638623793258,0.49750416040904655
055_Smetana_1,-0.592173391193311,0.026786395565582617,0.5137302193980446,1.5279403905862083,1.3643127740525638,0.4605997585108335,1.359573943750007,1.427655938483988,0.940354686161476,1.3093992932796654,0.7863332808435808,1.1429024680766928
056_Avalon_1,-0.0747538842465588,0.5848988808983144,-0.8292611814062676,-0.6885750855370898,-0.813317953063434,-0.7033608033333909,0.4229490051556018,0.4460079870537215,-0.6892380322398208,-0.5786988234425494,-0.6534705127350485,-0.1458035177405665
057_KarpFamily_1,1.7253109138670468,2.3987644582296896,1.1119185289266038,1.5816740990982918,1.9920283929009488,1.1196459213815415,2.3607937056957375,1.963100275627771,0.8857549301325685,2.0043670039949832,0.6634831278078747,1.895762557534659
058_Dover_1,0.4030166183364571,0.07329576934330924,0.18531310828433062,0.5002832152926775,0.2561234716412153,-0.19844640435986688,0.11612359423674776,-0.059689442470961605,0.3229574449114999,-0.19814219275072897,-0.09758610096403764,0.328366667484666
059_Buffa_1,6.713155662825013,1.189520740008781,0.238094429713319,0.11071382858009388,1.8060385799088392,0.5722124151260298,2.2961988823444117,2.508460248644592,-0.013041053727947916,1.3401500769396257,-0.029391735313599194,2.6992175936107534
062_Jasper_1,0.6428930947370589,0.526287768063621,-0.031437493377710485,-0.45349011079673884,0.10888153635579384,-0.8096585715383445,0.22916453510157905,0.24769526959308885,-0.4834389518231701,-0.01903456083106714,-0.38811418217789695,0.012253210667844334
